,Data,Mes,Dia,atividade,sazonalidade,timeSeries,Sazonalidade_Seno,aleatorio,aleatorioSazonal,PM10_Seno,PM10_Cosseno,PM2.5_Seno,PM2.5_Cosseno,NOX_Seno,NOX_Cosseno,SO2_Seno,SO2_Cosseno,CO_Seno,CO_Cosseno,VOC_Seno,VOC_Cosseno
50,2024-02-20,2,51,0.03343866382012202,1.6387494220515273,0.043344984217264064,0.7694148268839378,0.03535216154417692,0.05415336270101752,0.8573050015569434,9.963183634476756,0.8541487161267208,4.926502813430545,12.839835514655093,99.17226741361014,10.647325996920786,48.85319282416754,20.56419942747208,198.93997512291782,2.3083586505609266,14.821318441366158
51,2024-02-21,2,52,0.020322484140022922,1.6254105729852464,0.030225026040414698,0.7802958510707755,0.022256229368004893,0.04102928196187061,0.8744076995453259,9.961697203537952,0.8710584735312727,4.923541117497585,13.095168782150646,99.13887509230165,10.856895097098922,48.807046917946074,20.973983937560643,198.8971895170642,2.3541467815330748,14.814114652283392
52,2024-02-22,2,53,0.02541275340139624,1.6118864012687242,0.0353114424756273,0.7909456567567772,0.005858888327362696,0.04611149473702503,0.8915078205514277,9.96018141430645,0.8879579624965181,4.920521380589564,13.350415215418817,99.104825379877,11.066264219121628,48.76000201222912,21.38367943723224,198.85355982160763,2.399912433568321,14.806769408321458
53,2024-02-23,2,54,0.03131139889462359,1.5981809144059165,0.04120616084220317,0.8013610881746766,0.02749756786338391,0.05200192837733512,0.9086053141791821,9.95863627124946,0.9048469838034814,4.917443638304535,13.605573121917336,99.07011850212031,11.275429506522528,48.7120589735585,21.793284187801092,198.80908622170602,2.4456551696662143,14.799282779617563
54,2024-02-24,2,55,0.020704155335656598,1.5842981736283686,0.03059491588557131,0.8115390590073611,0.0348317738842664,0.04138631766039145,0.9257001300402647,9.9570617789207,0.9217253383565842,4.914307926924344,13.860640809690942,99.03475468917328,11.484387106589777,48.663218685019125,22.202796450966584,198.76376890609856,2.4913745530451217,14.791654837658944
55,2024-02-25,2,56,0.021499095577748418,1.5702422926917872,0.03138578048901974,0.8214765533024142,0.02922821645083127,0.042172735502251854,0.9427922177542445,9.955457941960383,0.9385928271859935,4.911114283414204,14.115616587382613,98.99873417553383,11.693133170437022,48.61348204622279,22.612214488820566,198.71760806710506,2.5370701471463954,14.783885655282191
56,2024-02-26,2,57,0.00929082270246196,1.5560174366570445,0.01917335776470351,0.8311706263658079,0.03013187970701567,0.029955785048449177,0.9598815269487294,9.953824765095202,0.9554492514499663,4.907862745422257,14.370498764244799,98.9620572000544,11.90166385307428,48.56284997329157,23.02153656385478,198.67060390062517,2.5827415156385434,14.775975306672555
57,2024-02-27,2,58,0.012805783545229247,1.5416278206559815,0.02268409457920378,0.8406184056344782,0.038816781343342266,0.03346191319955016,0.9769680072595165,9.952162253138328,0.9722944124371933,4.904553351279136,14.625285650150602,98.92472400594049,12.10997531347879,48.51132339884096,23.43076093896823,198.62275660613747,2.628388222421396,14.76792386736323
58,2024-02-28,2,59,0.03907419501826184,1.5270777086423721,0.04894820787643808,0.8498170915275278,0.028210127321158796,0.05972133693406538,0.9940516083307392,9.950470410989375,0.989128111569142,4.901186139997507,14.879975555605013,98.88673484074899,12.318063714665737,48.458903271962676,23.83988587747453,198.5740663866986,2.674009831630271,14.759731414234631
59,2024-02-29,2,60,0.03750629716641584,1.5123714121284237,0.04737593773352501,0.8587639582758029,0.034770763521790364,0.058144296364313744,1.0111322798150173,9.948749243634401,1.005950150402398,4.897761151271609,15.134566791756093,98.84808995638647,12.525925223758936,48.405590558207216,24.248909643109297,198.52453344894258,2.7196059076401324,14.75139802551368
60,2024-03-01,3,61,0.028694374218082276,1.4975132889071807,0.03855956841167444,0.8674563547295969,0.01149267182616064,0.04932307578731239,1.028209971373604,9.946998756145891,1.022760330631004,4.894278425476789,15.389057670406178,98.80878960910772,12.733556012061435,48.35138623956602,24.6578305000375,198.47415800307965,2.7651760150697524,14.742923780773031
61,2024-03-02,3,62,0.025149998981924576,1.4825077417612185,0.03501067275292469,0.8758917051442429,0.000870281710746837,0.045769248081513614,1.0452846326765348,9.945218953682733,1.0395584540887968,4.8907380036690284,15.643446504023087,98.76883405951378,12.940952255126037,48.29629131445341,25.066646712860845,198.42294026289557,2.810719718785869,14.73430876093033
62,2024-03-03,3,63,0.03179390306853863,1.4673592171580023,0.041649982401802364,0.8840675099433636,0.011048290875407625,0.05240354492846443,1.0623562134027753,9.943409841490217,1.0563443227517437,4.887139927584451,15.89773160575129,98.7282235725504,13.148110132825735,48.240306797688234,25.47535654662514,198.37088044575071,2.8562365839073403,14.725553048247434
63,2024-03-04,3,64,0.018624460341667936,1.4520722039323044,0.028475871256537243,0.8919813464595485,0.014491801842378492,0.03922434026402119,1.0794246632403706,9.94157142490001,1.0731177387402782,4.883484239638841,16.151911289423108,98.68695841750625,13.355025829424092,48.18343372047508,25.883958266827612,198.3179787725791,2.9017261758092943,14.71665672632963
64,2024-03-05,3,65,0.035024158188870474,1.436651231956064,0.0448708267397289,0.8996308696522433,0.03327417125464791,0.055614121549015884,1.0964899318865924,9.93970370933014,1.0898785043216315,4.879770982927133,16.405983869569894,98.64503886801106,13.561695533645501,48.12567313038541,26.292450139424368,198.26423546788737,2.9471880601272846,14.707619880124833
65,2024-03-06,3,66,0.008572975175305612,1.4211008707960895,0.01841482745213332,0.9070138128026359,0.01712876890371627,0.02915286742304253,1.1135519690480882,9.937806700284984,1.1066264219121629,4.8760002012229124,16.659947661433204,98.60246520203391,13.768115438745424,48.06702609133812,26.700830430837634,198.209650759754,2.992621802761434,14.69844259592277
66,2024-03-07,3,67,0.02248480861004071,1.4054257283599974,0.03232177073896928,0.9141279881853337,0.03369739167430202,0.04305447527076321,1.1306107244410282,9.935880403355252,1.1233612940796898,4.8721719389778935,16.913800980975964,98.55923770188129,13.974281742580471,48.00749368358009,27.1090974079632,198.1542248798283,3.038026969880581,14.689124961354171
67,2024-03-08,3,68,0.0263213515312053,1.389630449530788,0.03615334967507222,0.9209712877166346,0.006622841269325921,0.046880638207061676,1.1476661477912553,9.933924824217968,1.1400829235458159,4.868286241321398,17.16754214489366,98.51535665419529,14.180190647678462,47.94707700366616,27.517249338177734,198.09795806332926,3.08340312792642,14.679667065389923
68,2024-03-09,3,69,0.031607312713811134,1.373719714790469,0.04143427307271403,0.9275416835791966,0.006090535853710489,0.05215606508486281,1.164718188834432,9.931939968636453,1.1567911131882553,4.864343154059824,17.421169470625454,98.4708223499517,14.38583836130835,47.88577716443901,27.925284489346147,198.04085054904476,3.1287498436176446,14.670068998340211
69,2024-03-10,3,70,0.03786221692740625,1.3576982388331253,0.047684065739256834,0.9338372288229252,0.017435000848437496,0.058400280752786145,1.181766797316189,9.929925842460307,1.1734856660431576,4.860342723676104,17.674681276365405,98.42563508445804,14.591221095550106,47.82359529500865,28.333201129828957,197.98290257933047,3.1740666839540848,14.660330851853676
70,2024-03-11,3,71,0.0331533857420202,1.3415707691678556,0.04297004928309794,0.9398560579418954,0.01732578178036266,0.053680606861090455,1.1988119229922722,9.9278824516254,1.190166385307428,4.8562849973291575,17.928075881073564,98.37979515735164,14.796335067364469,47.76053254073158,28.740997528489597,197.9241144001088,3.2193532162208354,14.650452718916524
71,2024-03-12,3,72,0.00977141934746147,1.3253420847119801,0.019582823932966953,0.9455963874271426,9.778258832700761e-05,0.030287643680970592,1.2158535156286931,9.925809802153845,1.2068330743410496,4.852170022853334,18.18135160448715,98.3333028725976,15.00117649866265,47.69659006318975,29.1486719547018,197.8644862608679,3.264609007992398,14.640434693851644
72,2024-03-13,3,73,0.025835865024445435,1.3090169943749475,0.03564193700905348,0.9510565162951535,0.008050841528824307,0.04634093857568485,1.232891525001875,9.923707900153982,1.2234855366693997,4.847997848757855,18.434506767131683,98.28615853848687,15.205741616375892,47.63176904016913,29.556222678356953,197.8040184146606,3.3098336271368,14.630276872317708
73,2024-03-14,3,74,0.02901181920377345,1.2926003356333484,0.03881248498218587,0.9562348265919056,0.03843999114842102,0.0495055880597334,1.249925900898801,9.921576751820364,1.2401235759855669,4.843768524226232,18.687539690332127,98.2383624676341,15.410026652525005,47.56607066563801,29.96364796987138,197.74271111810322,3.35502664181973,14.619979351308258
74,2024-03-15,3,75,0.021111744055354185,1.2760969730974687,0.030906930062852278,0.9611297838723007,0.022006486911467744,0.04159405438787902,1.2669565931171631,9.919416363433735,1.2567469961526645,4.8394820991156955,18.940448696224017,98.18991497697564,15.614027844289735,47.499496149725054,30.370946100193745,197.68056463137472,3.400187620508652,14.609542229150772
75,2024-03-16,3,76,0.011810081048478032,1.2595117970697998,0.021599713761474786,0.9657399376548549,0.040512709625563095,0.03228077911542084,1.2839835514655094,9.917226741361015,1.2733556012061433,4.835138623956602,19.193232107764576,98.1408163877674,15.817741434078089,47.43204671869694,30.778115340812356,197.61757921821544,3.4453161319769334,14.598965605505738
76,2024-03-17,3,77,0.019743054345912486,1.2428497220959356,0.029527060282504434,0.9700639218515071,0.03985142533300185,0.040201986492289135,1.3010067257633917,9.915007892055277,1.2899491953561024,4.830738149951842,19.445888248743863,98.09106702558273,16.021163669595555,47.36372361493584,31.185153963762513,197.55375514592586,3.4904117453079597,14.58824958136569
77,2024-03-18,3,78,0.0012206138441636873,1.2261156855082882,0.010998919564682474,0.9741004551724205,0.03824913839199339,0.021667626503306142,1.3180260658415146,9.91275982205573,1.3065275829895944,4.826280728976234,19.698415443795845,98.0406672203103,16.22429080391421,47.29452809691651,31.592060241633842,197.48909268536573,3.5354740298992495,14.577394259054255
78,2024-03-19,3,79,0.040828776711328264,1.2093146459630484,0.05060130881889189,0.9778483415056568,0.03909340494690403,0.06126371640603728,1.3350415215418818,9.9104825379877,1.323090568672935,4.821766413575913,19.95081201840956,97.9896173061518,16.427119095541734,47.22446143918306,31.99883244757761,197.42359211095277,3.5805025554665653,14.566399742225165
79,2024-03-20,3,80,0.019301917692189408,1.19245158197083,0.02906860283325316,0.9813064702716093,0.038881602451263805,0.03972463103588654,1.3520530427179454,9.908176046562613,1.3396379571540042,4.817195256967715,20.203076298940164,97.93791762161989,16.629644808490323,47.15352493232559,32.405468855314076,197.35725370066152,3.6254968920480244,14.555266135861277
80,2024-03-21,3,81,0.012164662015775334,1.1755314904214282,0.021925426880682372,0.9844738167520922,0.040761219335347015,0.03257499571365429,1.3690605792347523,9.90584035457797,1.3561695533645501,4.8125673130385405,20.45520661262008,97.88556850953579,16.83186421234551,47.0817198829563,32.81196773913979,197.2900777360221,3.6704566100081992,14.543993546273565
81,2024-03-22,3,82,0.028062179665734002,1.1585593851031348,0.037816950989265644,0.9873494423939864,0.006165690184240707,0.048459980515911265,1.386064080969094,9.903475468917328,1.3726851624224865,4.80788263634473,20.70720128757005,97.83257031702712,17.033773582334888,47.009047613685496,33.21832737393496,197.22206450211925,3.7153812800422283,14.532582081100102
