,Unnamed: 0,Data,Mes,Dia,atividade,sazonalidade,aleatorio,aleatorioSazonal
18,18,2023-01-01 18:00:00,1,1,120.33228473237568,1.9998518392091162,128.6321919537965,395.725219865368
19,19,2023-01-01 19:00:00,1,1,149.61157113832235,1.9998518392091162,165.38942444512622,425.00450627131465
20,20,2023-01-01 20:00:00,1,1,168.12330911105732,1.9998518392091162,127.45668421083239,443.51624424404963
21,21,2023-01-01 21:00:00,1,1,102.3721673790962,1.9998518392091162,117.87669824923978,377.7651025120885
22,22,2023-01-01 22:00:00,1,1,118.13920197443392,1.9998518392091162,153.4579110387523,393.53213710742625
23,23,2023-01-01 23:00:00,1,1,106.78642581398417,1.9998518392091162,117.50347094643814,382.1793609469765
24,24,2023-01-02 00:00:00,1,2,178.27870180261186,1.9994074007397047,153.90606861432605,453.6104347944368
25,25,2023-01-02 01:00:00,1,2,160.8803435018666,1.9994074007397047,124.6522021884562,436.21207649369154
26,26,2023-01-02 02:00:00,1,2,148.73461374660116,1.9994074007397047,154.73084471416234,424.0663467384261
27,27,2023-01-02 03:00:00,1,2,142.51850519555398,1.9994074007397047,164.0426659239489,417.8502381873789
28,28,2023-01-02 04:00:00,1,2,97.42508832479017,1.9994074007397047,109.20320967231521,372.7568213166151
29,29,2023-01-02 05:00:00,1,2,136.84683928657387,1.9994074007397047,176.70125121508693,412.1785722783988
30,30,2023-01-02 06:00:00,1,2,93.58455076135292,1.9994074007397047,148.38111594405223,368.9162837531778
31,31,2023-01-02 07:00:00,1,2,118.268249527057,1.9994074007397047,173.57604139961646,393.5999825188819
32,32,2023-01-02 08:00:00,1,2,177.90604759988585,1.9994074007397047,124.96653699207137,453.2377805917108
33,33,2023-01-02 09:00:00,1,2,170.76651534055964,1.9994074007397047,173.50472679886985,446.09824833238457
34,34,2023-01-02 10:00:00,1,2,126.63446671347204,1.9994074007397047,137.4582173365634,401.96619970529696
35,35,2023-01-02 11:00:00,1,2,181.3963858510836,1.9994074007397047,164.66108279477436,456.72811884290854
36,36,2023-01-02 12:00:00,1,2,178.12305433424564,1.9994074007397047,109.90097598937486,453.4547873260706
37,37,2023-01-02 13:00:00,1,2,120.19181638142952,1.9994074007397047,100.06917305872653,395.52354937325447
38,38,2023-01-02 14:00:00,1,2,149.6752845786152,1.9994074007397047,109.3024338420118,425.0070175704401
39,39,2023-01-02 15:00:00,1,2,175.28553165204409,1.9994074007397047,109.01574470944476,450.617264643869
40,40,2023-01-02 16:00:00,1,2,136.24328350916252,1.9994074007397047,123.62261223524027,411.57501650098743
41,41,2023-01-02 17:00:00,1,2,131.74534404039852,1.9994074007397047,147.84648155325067,407.07707703222343
42,42,2023-01-02 18:00:00,1,2,114.72912056354214,1.9994074007397047,154.62948169562674,390.0608535553671
43,43,2023-01-02 19:00:00,1,2,157.88458544124148,1.9994074007397047,100.86125179873572,433.2163184330664
44,44,2023-01-02 20:00:00,1,2,166.4164678104251,1.9994074007397047,129.96344882038483,441.74820080225004
45,45,2023-01-02 21:00:00,1,2,129.8790873161041,1.9994074007397047,113.09636910868993,405.210820307929
46,46,2023-01-02 22:00:00,1,2,167.6834581344424,1.9994074007397047,143.17926299515977,443.0151911262673
47,47,2023-01-02 23:00:00,1,2,107.90451420638855,1.9994074007397047,111.55492398661416,383.2362471982135
48,48,2023-01-03 00:00:00,1,3,172.77815566988696,1.998666816288476,141.72675940247746,448.00790524387105
49,49,2023-01-03 01:00:00,1,3,150.67798014908385,1.998666816288476,143.65081402541054,425.907729723068
50,50,2023-01-03 02:00:00,1,3,156.10563135159904,1.998666816288476,169.97091384650082,431.3353809255832
51,51,2023-01-03 03:00:00,1,3,99.38333792110431,1.998666816288476,133.0842165903031,374.61308749508845
52,52,2023-01-03 04:00:00,1,3,162.88297678259266,1.998666816288476,96.35152054624014,438.1127263565768
53,53,2023-01-03 05:00:00,1,3,128.29071771358454,1.998666816288476,155.41725119897086,403.52046728756864
54,54,2023-01-03 06:00:00,1,3,170.68488246991032,1.998666816288476,130.37295093572192,445.91463204389447
55,55,2023-01-03 07:00:00,1,3,174.28479334712648,1.998666816288476,176.60084609425672,449.5145429211106
56,56,2023-01-03 08:00:00,1,3,123.63274631842744,1.998666816288476,101.28464967622733,398.8624958924116
57,57,2023-01-03 09:00:00,1,3,159.2879527545292,1.998666816288476,181.72902246086613,434.51770232851334
58,58,2023-01-03 10:00:00,1,3,96.43817573994836,1.998666816288476,97.458330788728,371.66792531393247
59,59,2023-01-03 11:00:00,1,3,94.94893142101094,1.998666816288476,126.46436161646983,370.17868099499503
60,60,2023-01-03 12:00:00,1,3,95.49963306767236,1.998666816288476,150.90993408782037,370.72938264165646
61,61,2023-01-03 13:00:00,1,3,93.76875674761244,1.998666816288476,149.4073317031891,368.99850632159655
62,62,2023-01-03 14:00:00,1,3,97.77812882692044,1.998666816288476,107.62572240961849,373.0078784009046
63,63,2023-01-03 15:00:00,1,3,159.6814552188431,1.998666816288476,150.1785912394243,434.9112047928272
64,64,2023-01-03 16:00:00,1,3,140.30677498751413,1.998666816288476,141.40462488384853,415.53652456149825
65,65,2023-01-03 17:00:00,1,3,107.6792061316672,1.998666816288476,158.49392617461064,382.90895570565135
66,66,2023-01-03 18:00:00,1,3,92.8170313880004,1.998666816288476,134.51838690691045,368.0467809619845
67,67,2023-01-03 19:00:00,1,3,119.5143303928706,1.998666816288476,159.3047065831558,394.7440799668547
68,68,2023-01-03 20:00:00,1,3,154.1034538421862,1.998666816288476,180.47323103175836,429.33320341617036
69,69,2023-01-03 21:00:00,1,3,161.39172647289934,1.998666816288476,125.91019786046996,436.62147604688346
70,70,2023-01-03 22:00:00,1,3,156.05353949956904,1.998666816288476,121.85068019197116,431.2832890735532
71,71,2023-01-03 23:00:00,1,3,153.2756304628131,1.998666816288476,98.466298254924,428.5053800367972
72,72,2023-01-04 00:00:00,1,4,117.73720899332014,1.9976303053065858,133.74970324253877,392.8242240926777
73,73,2023-01-04 01:00:00,1,4,153.43480549419348,1.9976303053065858,122.95569318516364,428.52182059355107
74,74,2023-01-04 02:00:00,1,4,103.70843140317102,1.9976303053065858,141.02487356894085,378.7954465025286
75,75,2023-01-04 03:00:00,1,4,176.70696991013472,1.9976303053065858,123.06687404263641,451.7939850094923
76,76,2023-01-04 04:00:00,1,4,179.4673956806242,1.9976303053065858,125.4273025507782,454.5544107799818
77,77,2023-01-04 05:00:00,1,4,149.29968509074075,1.9976303053065858,128.78097465393876,424.38670019009834
78,78,2023-01-04 06:00:00,1,4,115.28494159385528,1.9976303053065858,150.9895869912881,390.37195669321284
79,79,2023-01-04 07:00:00,1,4,101.7916569499533,1.9976303053065858,144.55909792479687,376.8786720493109
80,80,2023-01-04 08:00:00,1,4,154.05486316059503,1.9976303053065858,155.0594753645845,429.1418782599526
81,81,2023-01-04 09:00:00,1,4,160.0501375536858,1.9976303053065858,114.57442868076885,435.13715265304336
82,82,2023-01-04 10:00:00,1,4,163.9818090716041,1.9976303053065858,178.2907330320055,439.06882417096165
83,83,2023-01-04 11:00:00,1,4,138.479436368881,1.9976303053065858,148.6156102618128,413.5664514682386
84,84,2023-01-04 12:00:00,1,4,103.78688759812565,1.9976303053065858,159.04305393449152,378.87390269748323
85,85,2023-01-04 13:00:00,1,4,181.5657529896696,1.9976303053065858,139.74706272228875,456.6527680890272
86,86,2023-01-04 14:00:00,1,4,148.19171498386083,1.9976303053065858,131.025008712854,423.2787300832184
87,87,2023-01-04 15:00:00,1,4,127.56583671283718,1.9976303053065858,157.27014467567335,402.65285181219474
88,88,2023-01-04 16:00:00,1,4,132.69133962137846,1.9976303053065858,164.07006945770277,407.77835472073605
89,89,2023-01-04 17:00:00,1,4,176.31822295892528,1.9976303053065858,118.25723420675115,451.40523805828286
90,90,2023-01-04 18:00:00,1,4,94.1898533654994,1.9976303053065858,139.38470747727465,369.276868464857
91,91,2023-01-04 19:00:00,1,4,94.42214861512,1.9976303053065858,179.21007938256565,369.5091637144776
92,92,2023-01-04 20:00:00,1,4,178.79138949825074,1.9976303053065858,105.44865853427733,453.8784045976083
93,93,2023-01-04 21:00:00,1,4,148.41506989968204,1.9976303053065858,129.78457541214175,423.50208499903965
94,94,2023-01-04 22:00:00,1,4,175.43819408001954,1.9976303053065858,148.69212927968084,450.52520917937716
95,95,2023-01-04 23:00:00,1,4,156.3390203661811,1.9976303053065858,163.5321976661483,431.4260354655387
96,96,2023-01-05 00:00:00,1,5,152.07605776014424,1.9962981749346078,120.34804389602313,426.979629623395
97,97,2023-01-05 01:00:00,1,5,94.87317440898184,1.9962981749346078,95.0228380035529,369.7767462722326
98,98,2023-01-05 02:00:00,1,5,102.2613619684374,1.9962981749346078,119.77482249643936,377.16493383168813
99,99,2023-01-05 03:00:00,1,5,144.60315806524483,1.9962981749346078,141.05712569335304,419.5067299284956
100,100,2023-01-05 04:00:00,1,5,180.8939522936248,1.9962981749346078,138.41689522260754,455.79752415687557
101,101,2023-01-05 05:00:00,1,5,125.6128339717576,1.9962981749346078,112.64242349553355,400.51640583500836
102,102,2023-01-05 06:00:00,1,5,142.78870616197318,1.9962981749346078,149.546552050528,417.6922780252239
103,103,2023-01-05 07:00:00,1,5,146.73778848927307,1.9962981749346078,153.78485006504053,421.64136035252386
104,104,2023-01-05 08:00:00,1,5,180.2297663168631,1.9962981749346078,99.8845301891134,455.13333818011387
105,105,2023-01-05 09:00:00,1,5,180.72617980228523,1.9962981749346078,169.64907394651573,455.629751665536
106,106,2023-01-05 10:00:00,1,5,100.16562915927844,1.9962981749346078,120.24315801665568,375.0692010225292
107,107,2023-01-05 11:00:00,1,5,173.124049138992,1.9962981749346078,142.31286707872073,448.02762100224277
108,108,2023-01-05 12:00:00,1,5,111.77186587221232,1.9962981749346078,171.7377009366474,386.6754377354631
109,109,2023-01-05 13:00:00,1,5,126.5124675533622,1.9962981749346078,154.3462871548698,401.416039416613
110,110,2023-01-05 14:00:00,1,5,98.74083944633844,1.9962981749346078,170.3998700956501,373.6444113095892
111,111,2023-01-05 15:00:00,1,5,117.20963161886166,1.9962981749346078,170.48516792136104,392.11320348211245
112,112,2023-01-05 16:00:00,1,5,116.97675544542886,1.9962981749346078,133.0671492843218,391.8803273086796
113,113,2023-01-05 17:00:00,1,5,164.2760399581066,1.9962981749346078,150.51336601765746,439.17961182135735
114,114,2023-01-05 18:00:00,1,5,111.717904555033,1.9962981749346078,131.46433242456828,386.62147641828375
115,115,2023-01-05 19:00:00,1,5,161.18026697405026,1.9962981749346078,164.32716124347962,436.083838837301
116,116,2023-01-05 20:00:00,1,5,160.8494828728508,1.9962981749346078,140.2492077034922,435.7530547361016
117,117,2023-01-05 21:00:00,1,5,106.19199229294792,1.9962981749346078,113.45500728008882,381.0955641561987
118,118,2023-01-05 22:00:00,1,5,156.2334583112622,1.9962981749346078,125.67792625538601,431.137030174513
119,119,2023-01-05 23:00:00,1,5,93.20619204764704,1.9962981749346078,142.4764864143968,368.1097639108978
120,120,2023-01-06 00:00:00,1,6,131.26751393540775,1.994670819911521,127.4702520209218,405.9469881592611
121,121,2023-01-06 01:00:00,1,6,124.51970227109898,1.994670819911521,123.34417568370418,399.1991764949523
122,122,2023-01-06 02:00:00,1,6,169.4018706458387,1.994670819911521,170.9363712141311,444.08134486969203
123,123,2023-01-06 03:00:00,1,6,125.21291704595704,1.994670819911521,156.13651662177648,399.8923912698104
124,124,2023-01-06 04:00:00,1,6,129.87158269126985,1.994670819911521,178.70519553316268,404.5510569151232
125,125,2023-01-06 05:00:00,1,6,125.95937948930968,1.994670819911521,177.05490305967993,400.63885371316303
126,126,2023-01-06 06:00:00,1,6,147.6372431340912,1.994670819911521,130.85956013350963,422.3167173579445
127,127,2023-01-06 07:00:00,1,6,113.84636178935916,1.994670819911521,153.5986224746685,388.5258360132125
128,128,2023-01-06 08:00:00,1,6,142.66967642467154,1.994670819911521,175.04263007155382,417.34915064852487
129,129,2023-01-06 09:00:00,1,6,101.65779185923915,1.994670819911521,100.78770354199523,376.33726608309246
130,130,2023-01-06 10:00:00,1,6,131.5320415633145,1.994670819911521,110.8858087471213,406.21151578716785
131,131,2023-01-06 11:00:00,1,6,174.23460216251067,1.994670819911521,167.04205233445657,448.914076386364
132,132,2023-01-06 12:00:00,1,6,92.69217886497783,1.994670819911521,116.76168777873787,367.3716530888312
133,133,2023-01-06 13:00:00,1,6,96.12743415982624,1.994670819911521,94.64904834049777,370.80690838367957
134,134,2023-01-06 14:00:00,1,6,169.807592969756,1.994670819911521,118.88155260644928,444.48706719360933
135,135,2023-01-06 15:00:00,1,6,116.95307751464416,1.994670819911521,94.52531351057176,391.6325517384975
136,136,2023-01-06 16:00:00,1,6,93.97737494570536,1.994670819911521,129.84212717462245,368.6568491695587
137,137,2023-01-06 17:00:00,1,6,118.73663854706491,1.994670819911521,161.12828137495532,393.41611277091823
138,138,2023-01-06 18:00:00,1,6,137.1352857078218,1.994670819911521,147.85344822664672,411.8147599316751
139,139,2023-01-06 19:00:00,1,6,112.76768089114717,1.994670819911521,164.12976078979764,387.4471551150005
140,140,2023-01-06 20:00:00,1,6,120.30365262608191,1.994670819911521,109.12392691783916,394.9831268499353
141,141,2023-01-06 21:00:00,1,6,131.2152987184908,1.994670819911521,164.3165342013272,405.89477294234416
142,142,2023-01-06 22:00:00,1,6,123.44587820982711,1.994670819911521,174.46350479214948,398.12535243368046
143,143,2023-01-06 23:00:00,1,6,121.0630564348669,1.994670819911521,167.70087407092888,395.7425306587202
144,144,2023-01-07 00:00:00,1,7,129.31079219611445,1.99274872245774,122.95356353017817,403.7255807822469
145,145,2023-01-07 01:00:00,1,7,93.84628322821946,1.99274872245774,174.7433346186242,368.2610718143519
146,146,2023-01-07 02:00:00,1,7,126.71136906904655,1.99274872245774,102.96662123981542,401.126157655179
147,147,2023-01-07 03:00:00,1,7,170.47338381152747,1.99274872245774,124.82674945685838,444.8881723976599
148,148,2023-01-07 04:00:00,1,7,116.89172103650462,1.99274872245774,97.10469357249733,391.30650962263707
149,149,2023-01-07 05:00:00,1,7,179.08080597201004,1.99274872245774,161.56260147640108,453.49559455814244
150,150,2023-01-07 06:00:00,1,7,150.39241029293706,1.99274872245774,162.92663623343222,424.80719887906946
151,151,2023-01-07 07:00:00,1,7,125.7774009851072,1.99274872245774,126.8522246266524,400.1921895712396
152,152,2023-01-07 08:00:00,1,7,120.81386746758798,1.99274872245774,145.82194155243315,395.22865605372044
153,153,2023-01-07 09:00:00,1,7,156.6600990393713,1.99274872245774,113.77613419769082,431.0748876255037
154,154,2023-01-07 10:00:00,1,7,146.20723425824204,1.99274872245774,111.28355201350375,420.62202284437444
155,155,2023-01-07 11:00:00,1,7,152.81512735658322,1.99274872245774,141.01448106872903,427.22991594271565
156,156,2023-01-07 12:00:00,1,7,135.93268266031498,1.99274872245774,110.84913266618682,410.3474712464474
157,157,2023-01-07 13:00:00,1,7,150.24950927784246,1.99274872245774,112.76402757712788,424.66429786397487
158,158,2023-01-07 14:00:00,1,7,164.755066284224,1.99274872245774,148.0931993836789,439.1698548703564
159,159,2023-01-07 15:00:00,1,7,156.75073324684632,1.99274872245774,113.43289141192439,431.16552183297875
160,160,2023-01-07 16:00:00,1,7,96.93792020507856,1.99274872245774,171.8532456554595,371.352708791211
161,161,2023-01-07 17:00:00,1,7,147.10684465792215,1.99274872245774,164.10995224703458,421.52163324405456
162,162,2023-01-07 18:00:00,1,7,134.35322903521336,1.99274872245774,119.842028244555,408.7680176213458
163,163,2023-01-07 19:00:00,1,7,146.08637153873863,1.99274872245774,108.26985570775788,420.50116012487103
164,164,2023-01-07 20:00:00,1,7,144.99416627308966,1.99274872245774,114.03647924618579,419.4089548592221
165,165,2023-01-07 21:00:00,1,7,137.0219458212528,1.99274872245774,145.792351777833,411.43673440738525
166,166,2023-01-07 22:00:00,1,7,132.13129447371688,1.99274872245774,107.45237831169403,406.5460830598493
167,167,2023-01-07 23:00:00,1,7,143.2569586172981,1.99274872245774,130.47264878021275,417.6717472034305
168,168,2023-01-08 00:00:00,1,8,145.00719720170642,1.9905324521322227,123.82713515665202,419.1167905838613
169,169,2023-01-08 01:00:00,1,8,160.79410497930098,1.9905324521322227,118.83035241192536,434.90369836145584
170,170,2023-01-08 02:00:00,1,8,102.2110134300629,1.9905324521322227,126.61230261699734,376.32060681221776
171,171,2023-01-08 03:00:00,1,8,134.8412825839659,1.9905324521322227,173.5814708039989,408.95087596612075
172,172,2023-01-08 04:00:00,1,8,147.33692782912811,1.9905324521322227,135.03678802697223,421.44652121128297
173,173,2023-01-08 05:00:00,1,8,182.11557758073823,1.9905324521322227,95.86339205074145,456.2251709628931
174,174,2023-01-08 06:00:00,1,8,156.10524297284474,1.9905324521322227,149.49074301875856,430.2148363549996
175,175,2023-01-08 07:00:00,1,8,106.24338701863252,1.9905324521322227,139.04458208481338,380.3529804007874
176,176,2023-01-08 08:00:00,1,8,136.43105361571304,1.9905324521322227,94.30992826296661,410.5406469978679
177,177,2023-01-08 09:00:00,1,8,119.69767484801616,1.9905324521322227,109.40483042594528,393.807268230171
178,178,2023-01-08 10:00:00,1,8,102.684735979477,1.9905324521322227,137.0798289955874,376.79432936163187
179,179,2023-01-08 11:00:00,1,8,123.7754741254772,1.9905324521322227,114.07811326142851,397.8850675076321
180,180,2023-01-08 12:00:00,1,8,101.25205268076712,1.9905324521322227,161.70862265944297,375.361646062922
181,181,2023-01-08 13:00:00,1,8,138.2584713865657,1.9905324521322227,152.65731939201942,412.36806476872056
182,182,2023-01-08 14:00:00,1,8,122.62834102969396,1.9905324521322227,141.00251367309804,396.7379344118488
183,183,2023-01-08 15:00:00,1,8,172.2320736413547,1.9905324521322227,157.8317107408838,446.34166702350956
184,184,2023-01-08 16:00:00,1,8,130.60369530410998,1.9905324521322227,115.53254366938899,404.71328868626483
185,185,2023-01-08 17:00:00,1,8,97.7002805731188,1.9905324521322227,120.06252664261086,371.80987395527364
186,186,2023-01-08 18:00:00,1,8,148.41583598023,1.9905324521322227,104.24497038229087,422.5254293623849
187,187,2023-01-08 19:00:00,1,8,139.8991675880488,1.9905324521322227,151.99717814375475,414.00876097020364
188,188,2023-01-08 20:00:00,1,8,113.9003113535299,1.9905324521322227,122.99979840287861,388.00990473568476
189,189,2023-01-08 21:00:00,1,8,156.13824382086682,1.9905324521322227,125.95353795814188,430.2478372030217
190,190,2023-01-08 22:00:00,1,8,158.63086960731172,1.9905324521322227,92.98119556558572,432.74046298946655
191,191,2023-01-08 23:00:00,1,8,135.97744326292883,1.9905324521322227,168.3059827060467,410.0870366450837
192,192,2023-01-09 00:00:00,1,9,171.42320407351434,1.9880226656636975,103.73229208129831,445.1871831213605
193,193,2023-01-09 01:00:00,1,9,108.10883927739532,1.9880226656636975,113.79933548933849,381.87281832524144
194,194,2023-01-09 02:00:00,1,9,130.18845493479952,1.9880226656636975,117.31393746154788,403.95243398264563
195,195,2023-01-09 03:00:00,1,9,155.3536446988552,1.9880226656636975,153.5643196733111,429.1176237467013
196,196,2023-01-09 04:00:00,1,9,155.497270818352,1.9880226656636975,137.33212221238918,429.2612498661981
197,197,2023-01-09 05:00:00,1,9,151.02309419241325,1.9880226656636975,162.16145395726335,424.78707324025936
198,198,2023-01-09 06:00:00,1,9,148.34609972255708,1.9880226656636975,101.99109477562702,422.1100787704032
199,199,2023-01-09 07:00:00,1,9,102.13129601634076,1.9880226656636975,96.15448467505819,375.8952750641869
200,200,2023-01-09 08:00:00,1,9,157.05689678106788,1.9880226656636975,161.65071608815074,430.82087582891404
201,201,2023-01-09 09:00:00,1,9,140.88106801449712,1.9880226656636975,103.68729934628138,414.6450470623432
202,202,2023-01-09 10:00:00,1,9,144.78551415764557,1.9880226656636975,178.37579425214452,418.5494932054917
203,203,2023-01-09 11:00:00,1,9,131.67237170702325,1.9880226656636975,93.86692118496839,405.4363507548694
204,204,2023-01-09 12:00:00,1,9,101.94786592722352,1.9880226656636975,146.23995646684605,375.71184497506965
205,205,2023-01-09 13:00:00,1,9,162.8168817482716,1.9880226656636975,162.75674408022883,436.58086079611775
206,206,2023-01-09 14:00:00,1,9,122.3609373791539,1.9880226656636975,155.26986572439137,396.124916427
207,207,2023-01-09 15:00:00,1,9,167.3763431160939,1.9880226656636975,103.57678377247426,441.14032216394
208,208,2023-01-09 16:00:00,1,9,93.60465599370696,1.9880226656636975,125.95073168171669,367.3686350415531
209,209,2023-01-09 17:00:00,1,9,171.11902953414352,1.9880226656636975,157.37464959445396,444.88300858198966
210,210,2023-01-09 18:00:00,1,9,162.8515551660509,1.9880226656636975,107.70736309408666,436.61553421389704
211,211,2023-01-09 19:00:00,1,9,159.91717343189816,1.9880226656636975,167.73935258665438,433.6811524797443
212,212,2023-01-09 20:00:00,1,9,130.5960293207151,1.9880226656636975,176.07016519570232,404.36000836856124
213,213,2023-01-09 21:00:00,1,9,146.6535499318138,1.9880226656636975,115.4147448541817,420.41752897965995
214,214,2023-01-09 22:00:00,1,9,157.63947056632514,1.9880226656636975,119.69280910067954,431.4034496141713
215,215,2023-01-09 23:00:00,1,9,124.10917431009844,1.9880226656636975,174.10079405966928,397.8731533579446
216,216,2023-01-10 00:00:00,1,10,123.0914998090118,1.9852201067560606,150.5875635496945,396.46954780520446
217,217,2023-01-10 01:00:00,1,10,147.78148101886242,1.9852201067560606,158.7920811006079,421.1595290150551
218,218,2023-01-10 02:00:00,1,10,101.02669558045277,1.9852201067560606,113.41933457812753,374.40474357664544
219,219,2023-01-10 03:00:00,1,10,136.62543117191282,1.9852201067560606,126.24817390486356,410.0034791681055
220,220,2023-01-10 04:00:00,1,10,108.83012123928172,1.9852201067560606,140.66920186676742,382.2081692354744
221,221,2023-01-10 05:00:00,1,10,108.21276345809152,1.9852201067560606,122.2234095179097,381.59081145428416
222,222,2023-01-10 06:00:00,1,10,118.93768339377009,1.9852201067560606,154.37632080575926,392.31573138996276
223,223,2023-01-10 07:00:00,1,10,103.3208435554622,1.9852201067560606,149.83692735855692,376.69889155165487
224,224,2023-01-10 08:00:00,1,10,106.34838671529263,1.9852201067560606,152.85600869635772,379.7264347114853
225,225,2023-01-10 09:00:00,1,10,152.81206987185033,1.9852201067560606,151.1390046070964,426.190117868043
226,226,2023-01-10 10:00:00,1,10,114.92548343533494,1.9852201067560606,123.82328267176953,388.30353143152763
227,227,2023-01-10 11:00:00,1,10,138.80622076253948,1.9852201067560606,128.37768372872512,412.1842687587322
228,228,2023-01-10 12:00:00,1,10,153.53035929265144,1.9852201067560606,131.00115605188887,426.9084072888441
229,229,2023-01-10 13:00:00,1,10,168.71122499829733,1.9852201067560606,174.26919100485333,442.08927299449
230,230,2023-01-10 14:00:00,1,10,142.51031021850469,1.9852201067560606,120.07622402668682,415.88835821469735
231,231,2023-01-10 15:00:00,1,10,95.18794155529272,1.9852201067560606,99.09918391713762,368.56598955148536
232,232,2023-01-10 16:00:00,1,10,128.45125034034464,1.9852201067560606,170.7785797209167,401.8292983365373
233,233,2023-01-10 17:00:00,1,10,156.91007204643068,1.9852201067560606,172.65213479669106,430.28812004262335
234,234,2023-01-10 18:00:00,1,10,153.68543161276529,1.9852201067560606,109.66527449325456,427.06347960895795
235,235,2023-01-10 19:00:00,1,10,98.42223455960468,1.9852201067560606,115.12137423412494,371.80028255579737
236,236,2023-01-10 20:00:00,1,10,129.10917928426463,1.9852201067560606,177.0965876679032,402.4872272804573
237,237,2023-01-10 21:00:00,1,10,158.32629058368195,1.9852201067560606,134.08834373254382,431.7043385798746
238,238,2023-01-10 22:00:00,1,10,105.4657306551383,1.9852201067560606,122.07107640699324,378.843778651331
239,239,2023-01-10 23:00:00,1,10,118.9828254187809,1.9852201067560606,143.6616656008326,392.3608734149736
240,240,2023-01-11 00:00:00,1,11,104.04507194014047,1.9821256058680006,142.18069489136852,376.99698652703444
241,241,2023-01-11 01:00:00,1,11,112.61927077729804,1.9821256058680006,168.06574479842482,385.571185364192
242,242,2023-01-11 02:00:00,1,11,148.57223223972136,1.9821256058680006,116.26729605018605,421.5241468266153
243,243,2023-01-11 03:00:00,1,11,144.20178435874453,1.9821256058680006,135.13910390868955,417.1536989456385
244,244,2023-01-11 04:00:00,1,11,161.5722150552935,1.9821256058680006,111.58326028264088,434.52412964218746
245,245,2023-01-11 05:00:00,1,11,92.77151656514042,1.9821256058680006,139.33805383489417,365.7234311520344
246,246,2023-01-11 06:00:00,1,11,112.12814115657646,1.9821256058680006,179.59648403189567,385.08005574347044
247,247,2023-01-11 07:00:00,1,11,125.30188271819624,1.9821256058680006,132.8234082604808,398.2537973050902
248,248,2023-01-11 08:00:00,1,11,132.73286350576615,1.9821256058680006,143.5242830911589,405.6847780926601
249,249,2023-01-11 09:00:00,1,11,156.52065844068883,1.9821256058680006,149.43414027029692,429.4725730275828
250,250,2023-01-11 10:00:00,1,11,106.0983323260552,1.9821256058680006,159.179315451605,379.05024691294915
251,251,2023-01-11 11:00:00,1,11,115.0546870963492,1.9821256058680006,95.304306270878,388.00660168324316
252,252,2023-01-11 12:00:00,1,11,162.93707980784018,1.9821256058680006,166.68106598206296,435.88899439473414
253,253,2023-01-11 13:00:00,1,11,149.22645370255526,1.9821256058680006,129.03406973629816,422.1783682894492
254,254,2023-01-11 14:00:00,1,11,159.4738904374706,1.9821256058680006,94.10737010470714,432.42580502436454
255,255,2023-01-11 15:00:00,1,11,175.12604081049182,1.9821256058680006,150.22042897206956,448.0779553973858
256,256,2023-01-11 16:00:00,1,11,164.943109784586,1.9821256058680006,137.02807046882592,437.89502437147996
257,257,2023-01-11 17:00:00,1,11,166.18800117083106,1.9821256058680006,133.99149732316084,439.139915757725
258,258,2023-01-11 18:00:00,1,11,127.75136192879296,1.9821256058680006,164.00467477885536,400.7032765156869
